time,latitude,longitude,chlorophyll_mgm3,source,variable
2022-12-31 00:00:00+00:00,5.9374976,97.31251,0.5839677,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,97.39584,0.53351414,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,97.47917,0.68025964,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,97.56251,0.635704,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,97.64584,0.47166842,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,97.89584,0.3748025,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,97.97917,0.49655077,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,98.06251,0.62728417,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,98.14584,1.0082988,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,98.31251,0.8209859,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,98.39584,0.88506114,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,98.47917,0.7566632,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,98.56251,0.579177,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,99.31251,4.945532,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,99.39584,1.4906512,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,99.47917,1.6428142,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,99.56251,1.4559903,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,99.64584,1.7205195,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,99.72917,2.3494496,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,99.81251,2.509179,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,99.89584,2.8640242,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,99.97917,3.114618,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,100.06251,4.4356585,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,100.14584,4.4045377,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,100.22917,3.6880364,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,100.31251,6.2927647,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,102.56251,3.6474183,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,102.64584,1.9408901,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,122.56251,0.13717157,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,122.72918,0.14909777,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,122.81251,0.13982081,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,122.89584,0.14872839,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,122.97918,0.14877115,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,123.06251,0.14977959,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,123.14584,0.1540598,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,123.22918,0.16403854,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,123.31251,0.16941307,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,123.39584,0.16054462,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,123.47918,0.16092406,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,123.56251,0.16926995,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,123.64584,0.16879198,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,123.72918,0.15108953,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,123.81251,0.14861058,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,123.89584,0.1645698,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,123.97918,0.18931668,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,124.06251,0.18923555,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,124.14584,0.15966736,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,124.22918,0.13257058,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,124.31251,0.12054543,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,124.39584,0.110054225,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,124.47918,0.095147744,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,124.56251,0.091776274,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,124.64584,0.106110215,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,125.64584,0.1312406,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,125.72918,0.123705976,NOAA_ERDDAP,chlorophyll
2022-12-31 00:00:00+00:00,5.9374976,125.81251,0.106440954,NOAA_ERDDAP,chlorophyll
